Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
INN02473;2;0;0;0;Not Selected;0;Room_Type 1;19;2017;12;16;Online;0;0;0;0;0;Not_Canceled
INN02474;2;0;1;3;Meal Plan 1;0;Room_Type 1;127;2018;4;28;Offline;0;0;0;90;0;Not_Canceled
INN02475;2;2;2;5;Meal Plan 1;0;Room_Type 6;179;2018;6;8;Online;0;0;0;182.26;0;Canceled
INN02476;2;0;2;1;Meal Plan 2;0;Room_Type 1;23;2018;1;2;Offline;0;0;0;109;0;Not_Canceled
INN02477;2;0;4;6;Meal Plan 1;0;Room_Type 1;207;2018;8;20;Offline;0;0;0;72.25;0;Not_Canceled
INN02478;2;0;1;1;Not Selected;0;Room_Type 1;27;2018;7;11;Online;0;0;0;139;1;Not_Canceled
INN02479;1;0;0;1;Meal Plan 1;1;Room_Type 1;12;2018;10;12;Corporate;1;3;18;67;0;Not_Canceled
INN02480;1;0;0;1;Meal Plan 1;0;Room_Type 1;2;2018;4;23;Online;0;0;0;131;0;Not_Canceled
INN02481;2;0;0;2;Not Selected;0;Room_Type 1;21;2018;8;31;Online;0;0;0;110;2;Not_Canceled
INN02482;2;0;2;5;Meal Plan 2;0;Room_Type 1;126;2018;7;18;Online;0;0;0;134.18;1;Not_Canceled
INN02483;2;0;0;1;Meal Plan 1;0;Room_Type 4;85;2018;6;2;Online;0;0;0;140.4;0;Canceled
INN02484;2;0;0;1;Meal Plan 1;0;Room_Type 1;1;2017;9;29;Corporate;0;0;0;85;0;Not_Canceled
INN02485;2;0;2;4;Meal Plan 1;0;Room_Type 1;120;2018;11;16;Online;0;0;0;68;0;Canceled
INN02486;2;0;1;0;Meal Plan 1;0;Room_Type 1;61;2018;6;26;Online;0;0;0;99.9;0;Canceled
INN02487;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Online;0;0;0;101.5;0;Canceled
INN02488;2;0;1;2;Meal Plan 1;0;Room_Type 1;7;2018;7;11;Online;0;0;0;151;0;Not_Canceled
INN02489;2;0;0;1;Meal Plan 1;0;Room_Type 1;39;2018;5;7;Online;0;0;0;126.9;0;Canceled
INN02490;2;0;2;3;Meal Plan 1;0;Room_Type 1;126;2018;9;23;Online;0;0;0;129.6;2;Not_Canceled
INN02491;2;0;2;1;Meal Plan 2;0;Room_Type 1;110;2017;7;25;Online;0;0;0;94.5;0;Canceled
INN02492;2;0;2;1;Meal Plan 1;0;Room_Type 4;71;2018;4;24;Online;0;0;0;112.8;0;Not_Canceled
INN02493;2;0;2;0;Not Selected;0;Room_Type 1;128;2018;8;28;Online;0;0;0;85.5;0;Not_Canceled
INN02494;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;1;21;Online;0;0;0;81;0;Not_Canceled
INN02495;2;0;0;4;Meal Plan 1;0;Room_Type 4;90;2018;9;7;Online;0;0;0;149.4;0;Canceled
INN02496;2;1;1;2;Meal Plan 1;0;Room_Type 1;101;2018;7;11;Offline;0;0;0;84.58;0;Not_Canceled
INN02497;2;0;2;5;Not Selected;0;Room_Type 1;152;2018;8;20;Online;0;0;0;91.93;0;Canceled
INN02498;2;0;1;0;Not Selected;0;Room_Type 1;35;2018;9;26;Online;0;0;0;99;0;Canceled
INN02499;2;0;2;0;Meal Plan 1;0;Room_Type 1;5;2017;9;20;Corporate;1;1;0;100;0;Not_Canceled
INN02500;1;0;1;0;Meal Plan 1;0;Room_Type 4;106;2018;11;6;Corporate;1;0;1;103;0;Not_Canceled
INN02501;1;0;0;1;Meal Plan 1;0;Room_Type 1;4;2018;4;8;Online;0;0;0;95;1;Not_Canceled
INN02502;2;0;2;7;Meal Plan 1;0;Room_Type 4;182;2018;8;10;Online;0;0;0;112.2;2;Canceled
INN02503;2;0;2;3;Meal Plan 1;0;Room_Type 1;10;2018;5;29;Offline;0;0;0;95;0;Not_Canceled
INN02504;2;0;2;1;Meal Plan 1;0;Room_Type 4;32;2018;10;15;Online;0;0;0;161.33;0;Canceled
INN02505;1;0;4;8;Meal Plan 1;0;Room_Type 1;37;2018;2;20;Online;0;0;0;0.5;0;Not_Canceled
INN02506;3;0;0;4;Meal Plan 2;0;Room_Type 4;96;2018;7;12;Online;0;0;0;189;2;Not_Canceled
INN02507;3;0;2;1;Meal Plan 1;0;Room_Type 1;67;2018;3;26;Offline;0;0;0;100.81;1;Not_Canceled
INN02508;2;0;0;2;Meal Plan 2;0;Room_Type 1;286;2018;9;16;Online;0;0;0;117;1;Canceled
INN02509;2;0;0;2;Meal Plan 1;0;Room_Type 1;34;2017;10;16;Online;0;0;0;104.85;0;Not_Canceled
INN02510;2;0;2;4;Not Selected;0;Room_Type 1;121;2018;11;16;Offline;0;0;0;62.5;0;Not_Canceled
INN02511;1;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;95;0;Not_Canceled
INN02512;1;0;1;2;Meal Plan 1;0;Room_Type 1;4;2018;11;21;Corporate;1;1;3;65;1;Not_Canceled
INN02513;2;0;0;1;Not Selected;0;Room_Type 1;73;2018;11;26;Online;0;0;0;88;0;Canceled
INN02514;1;0;0;2;Meal Plan 1;0;Room_Type 1;0;2018;1;26;Corporate;0;0;0;79;0;Not_Canceled
INN02515;1;0;0;0;Meal Plan 1;0;Room_Type 7;7;2018;10;10;Online;0;0;0;0;1;Not_Canceled
INN02516;2;0;1;3;Meal Plan 1;0;Room_Type 1;13;2018;6;20;Online;0;0;0;131;1;Not_Canceled
INN02517;2;0;2;2;Meal Plan 1;0;Room_Type 1;134;2017;12;4;Offline;0;0;0;65;0;Not_Canceled
INN02518;2;0;2;4;Meal Plan 1;0;Room_Type 1;46;2018;3;18;Online;0;0;0;63.58;0;Canceled
INN02519;1;0;1;1;Meal Plan 1;0;Room_Type 1;4;2018;9;19;Aviation;0;0;0;95;0;Not_Canceled
INN02520;2;0;0;3;Not Selected;0;Room_Type 1;81;2018;3;9;Online;0;0;0;67.5;1;Not_Canceled
INN02521;2;0;1;3;Meal Plan 1;0;Room_Type 1;22;2018;12;19;Online;0;0;0;88.4;2;Not_Canceled
INN02522;2;0;1;2;Meal Plan 2;1;Room_Type 1;15;2018;2;12;Offline;0;0;0;111.8;0;Not_Canceled
INN02523;2;0;1;4;Not Selected;0;Room_Type 1;100;2018;12;26;Online;0;0;0;88.74;0;Canceled
INN02524;2;0;0;3;Meal Plan 1;0;Room_Type 1;103;2018;3;23;Online;0;0;0;99.3;0;Canceled
INN02525;2;0;0;4;Meal Plan 1;1;Room_Type 1;1;2017;8;11;Online;0;0;0;105;1;Not_Canceled
INN02526;2;0;2;1;Meal Plan 2;0;Room_Type 1;103;2017;7;18;Online;0;0;0;94.5;0;Canceled
INN02527;2;2;0;5;Meal Plan 1;0;Room_Type 6;82;2018;8;30;Online;0;0;0;202.5;0;Canceled
INN02528;0;2;0;1;Meal Plan 1;1;Room_Type 6;0;2018;4;8;Online;0;0;0;6;0;Not_Canceled
INN02529;2;0;2;0;Meal Plan 1;0;Room_Type 1;19;2018;2;21;Online;0;0;0;100;1;Canceled
INN02530;2;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Online;0;0;0;112;1;Canceled
INN02531;1;0;2;3;Meal Plan 1;0;Room_Type 1;6;2018;11;6;Online;0;0;0;164.2;2;Not_Canceled
INN02532;2;0;2;3;Meal Plan 1;0;Room_Type 4;189;2018;7;17;Online;0;0;0;99.45;1;Not_Canceled
INN02533;2;0;1;1;Meal Plan 1;0;Room_Type 1;65;2018;6;20;Online;0;0;0;126.9;0;Canceled
INN02534;1;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;80;0;Canceled
INN02535;1;0;0;1;Not Selected;0;Room_Type 1;7;2018;12;15;Online;0;0;0;52.36;1;Not_Canceled
INN02536;2;0;1;1;Meal Plan 1;1;Room_Type 1;90;2018;8;20;Online;0;0;0;126.9;1;Not_Canceled
INN02537;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Online;0;0;0;130;0;Canceled
INN02538;2;0;1;1;Meal Plan 1;0;Room_Type 1;63;2017;10;10;Online;0;0;0;89.25;1;Not_Canceled
INN02539;1;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;80;0;Not_Canceled
INN02540;2;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;7;20;Online;0;0;0;111;2;Not_Canceled
INN02541;1;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;24;Offline;0;0;0;87.5;0;Not_Canceled
INN02542;2;0;0;3;Meal Plan 1;0;Room_Type 1;200;2018;8;9;Online;0;0;0;72.25;1;Canceled
INN02543;2;0;0;1;Meal Plan 1;0;Room_Type 4;9;2018;7;8;Complementary;1;0;5;0;2;Not_Canceled
INN02544;2;0;1;3;Meal Plan 1;0;Room_Type 1;63;2017;11;12;Online;0;0;0;85;1;Not_Canceled
INN02545;2;0;0;4;Not Selected;0;Room_Type 1;54;2018;3;1;Online;0;0;0;47.43;0;Canceled
INN02546;2;0;1;3;Meal Plan 1;0;Room_Type 1;168;2018;8;8;Offline;0;0;0;72.25;0;Not_Canceled
INN02547;2;0;1;5;Meal Plan 1;0;Room_Type 4;111;2018;11;21;Online;0;0;0;97.75;1;Canceled
INN02548;2;0;0;2;Meal Plan 2;0;Room_Type 4;87;2018;11;18;Online;0;0;0;136.8;1;Not_Canceled
INN02549;2;1;1;2;Meal Plan 1;0;Room_Type 1;109;2018;5;23;Online;0;0;0;143.1;0;Canceled
INN02550;1;0;0;2;Meal Plan 1;0;Room_Type 1;20;2018;7;19;Online;0;0;0;91.63;1;Not_Canceled
INN02551;2;0;0;2;Meal Plan 2;0;Room_Type 1;291;2018;8;19;Online;0;0;0;115;0;Canceled
INN02552;2;0;2;2;Meal Plan 1;0;Room_Type 1;175;2018;11;12;Online;0;0;0;83.01;2;Not_Canceled
INN02553;2;0;1;2;Meal Plan 2;0;Room_Type 1;418;2018;9;26;Online;0;0;0;107;0;Canceled
INN02554;1;0;2;1;Not Selected;0;Room_Type 1;1;2018;3;20;Online;0;0;0;74.95;1;Not_Canceled
INN02555;2;0;2;1;Not Selected;0;Room_Type 1;167;2018;10;1;Online;0;0;0;98.1;0;Canceled
INN02556;2;0;2;2;Not Selected;0;Room_Type 1;6;2018;8;7;Online;0;0;0;148;0;Not_Canceled
INN02557;2;0;0;3;Meal Plan 1;0;Room_Type 4;313;2018;12;1;Online;0;0;0;91.8;1;Canceled
INN02558;2;0;2;1;Meal Plan 1;0;Room_Type 1;203;2018;9;10;Online;0;0;0;126.9;0;Canceled
INN02559;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2018;8;5;Online;0;0;0;105.3;3;Not_Canceled
INN02560;2;1;1;2;Meal Plan 1;0;Room_Type 1;86;2018;7;1;Offline;0;0;0;107.69;1;Not_Canceled
INN02561;2;0;1;4;Not Selected;0;Room_Type 1;44;2018;11;16;Online;0;0;0;74.8;1;Not_Canceled
INN02562;2;0;2;1;Not Selected;0;Room_Type 1;18;2018;10;29;Online;0;0;0;120;1;Canceled
INN02563;2;0;0;4;Meal Plan 1;0;Room_Type 1;190;2018;10;26;Online;0;0;0;96.3;0;Canceled
INN02564;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;5;18;Corporate;0;0;0;140;0;Not_Canceled
INN02565;2;0;2;2;Meal Plan 1;0;Room_Type 1;18;2018;12;31;Online;0;0;0;115.68;2;Not_Canceled
INN02566;1;0;0;1;Meal Plan 1;0;Room_Type 4;49;2018;3;9;Online;0;0;0;67.22;1;Not_Canceled
INN02567;2;0;0;3;Meal Plan 1;0;Room_Type 1;304;2018;11;3;Online;0;0;0;89;0;Canceled
INN02568;1;1;0;3;Meal Plan 1;0;Room_Type 1;178;2018;8;18;Online;0;0;0;124.5;0;Canceled
INN02569;2;0;2;0;Meal Plan 1;0;Room_Type 1;13;2018;6;19;Offline;0;0;0;95;2;Not_Canceled
INN02570;2;2;0;1;Not Selected;0;Room_Type 4;0;2018;9;16;Online;0;0;0;147.59;0;Not_Canceled
INN02571;2;0;0;4;Meal Plan 1;0;Room_Type 1;3;2018;12;21;Online;0;0;0;82.88;1;Not_Canceled
INN02572;2;0;1;1;Meal Plan 1;0;Room_Type 1;80;2018;8;27;Online;0;0;0;131.4;2;Not_Canceled
INN02573;2;0;1;0;Not Selected;0;Room_Type 1;0;2018;5;9;Online;0;0;0;89;0;Not_Canceled
INN02574;2;0;1;0;Meal Plan 1;0;Room_Type 4;4;2017;9;21;Online;0;0;0;155;1;Not_Canceled
INN02575;2;0;1;2;Meal Plan 1;0;Room_Type 4;142;2018;6;10;Online;0;0;0;129;1;Not_Canceled
INN02576;1;0;1;1;Meal Plan 1;0;Room_Type 1;10;2018;9;19;Online;0;0;0;149;2;Not_Canceled
INN02577;2;0;1;0;Not Selected;0;Room_Type 1;16;2018;8;21;Online;0;0;0;129;1;Canceled
INN02578;2;0;2;3;Meal Plan 1;0;Room_Type 4;117;2018;10;29;Online;0;0;0;104.04;1;Not_Canceled
INN02579;2;0;0;1;Meal Plan 1;0;Room_Type 4;120;2018;10;28;Online;0;0;0;104.4;1;Canceled
INN02580;2;0;0;3;Not Selected;0;Room_Type 1;34;2018;2;25;Online;0;0;0;68.7;1;Canceled
INN02581;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95;0;Not_Canceled
INN02582;1;0;1;0;Meal Plan 1;0;Room_Type 1;3;2018;3;6;Online;0;0;0;96;0;Not_Canceled
INN02583;2;0;0;1;Meal Plan 1;0;Room_Type 1;2;2018;6;17;Online;0;0;0;141;1;Not_Canceled
INN02584;2;0;1;2;Meal Plan 1;0;Room_Type 1;273;2018;5;13;Online;0;0;0;95;0;Canceled
INN02585;2;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;24;Offline;0;0;0;105;0;Not_Canceled
INN02586;2;0;2;4;Meal Plan 1;0;Room_Type 2;15;2018;1;28;Online;0;0;0;77.88;0;Not_Canceled
INN02587;2;0;0;2;Meal Plan 1;0;Room_Type 1;182;2018;9;30;Online;0;0;0;117.9;2;Canceled
INN02588;2;0;1;4;Not Selected;0;Room_Type 1;95;2018;4;27;Online;0;0;0;89.25;1;Not_Canceled
INN02589;2;0;1;2;Meal Plan 1;0;Room_Type 1;18;2018;7;11;Online;0;0;0;110.46;1;Not_Canceled
INN02590;2;0;1;5;Meal Plan 2;0;Room_Type 1;213;2018;8;23;Online;0;0;0;123.25;0;Canceled
INN02591;2;0;2;5;Not Selected;0;Room_Type 1;53;2018;12;17;Online;0;0;0;74.8;2;Not_Canceled
INN02592;2;0;1;2;Not Selected;0;Room_Type 1;7;2018;6;13;Online;0;0;0;102.33;1;Not_Canceled
INN02593;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN02594;1;0;0;2;Meal Plan 1;0;Room_Type 1;8;2018;7;19;Online;0;0;0;126;1;Not_Canceled
INN02595;2;0;0;3;Meal Plan 1;0;Room_Type 1;157;2018;12;8;Offline;0;0;0;68;0;Not_Canceled
INN02596;1;0;2;4;Meal Plan 1;0;Room_Type 1;83;2018;3;12;Offline;0;0;0;46.67;0;Not_Canceled
INN02597;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2018;6;17;Offline;0;0;0;75;1;Not_Canceled
INN02598;2;1;0;4;Meal Plan 1;0;Room_Type 4;148;2018;5;18;Online;0;0;0;108.19;2;Not_Canceled
INN02599;2;0;2;1;Meal Plan 2;0;Room_Type 1;96;2017;7;11;Offline;0;0;0;94.5;0;Not_Canceled
INN02600;2;0;1;2;Meal Plan 1;0;Room_Type 1;28;2018;1;25;Online;0;0;0;86.1;1;Not_Canceled
INN02601;1;0;3;5;Meal Plan 1;0;Room_Type 1;4;2018;1;25;Online;0;0;0;64.08;1;Not_Canceled
INN02602;2;0;1;0;Meal Plan 1;0;Room_Type 1;263;2017;9;21;Offline;0;0;0;67;0;Not_Canceled
INN02603;1;0;0;1;Not Selected;0;Room_Type 1;1;2018;6;22;Online;0;0;0;95.48;1;Not_Canceled
INN02604;2;0;0;2;Meal Plan 1;0;Room_Type 1;106;2018;12;27;Online;0;0;0;104;1;Not_Canceled
INN02605;2;0;0;2;Not Selected;0;Room_Type 1;8;2018;3;25;Online;0;0;0;139;1;Not_Canceled
INN02606;2;0;1;3;Meal Plan 1;0;Room_Type 1;89;2018;4;18;Online;0;0;0;90.95;1;Not_Canceled
INN02607;2;0;1;0;Meal Plan 1;0;Room_Type 4;253;2018;9;19;Online;0;0;0;115.2;2;Canceled
INN02608;2;0;0;3;Not Selected;0;Room_Type 1;10;2018;6;21;Online;0;0;0;112.33;1;Not_Canceled
INN02609;2;0;1;1;Meal Plan 2;0;Room_Type 1;145;2018;10;22;Online;0;0;0;153;0;Canceled
INN02610;2;2;2;2;Meal Plan 1;0;Room_Type 5;55;2018;10;21;Online;0;0;0;129.6;0;Not_Canceled
INN02611;1;0;0;4;Meal Plan 1;0;Room_Type 1;195;2018;10;18;Online;0;0;0;90.9;2;Canceled
INN02612;1;0;1;1;Meal Plan 1;0;Room_Type 1;5;2018;5;23;Offline;0;0;0;100;1;Not_Canceled
INN02613;2;0;1;3;Not Selected;0;Room_Type 1;87;2018;7;14;Online;0;0;0;94.5;1;Not_Canceled
INN02614;1;0;0;3;Meal Plan 1;0;Room_Type 4;133;2018;5;17;Online;0;0;0;114.3;0;Not_Canceled
INN02615;2;0;0;1;Not Selected;0;Room_Type 1;35;2018;5;24;Online;0;0;0;98.1;1;Not_Canceled
INN02616;2;0;1;0;Meal Plan 1;0;Room_Type 1;7;2017;9;7;Online;0;0;0;124;1;Canceled
INN02617;2;0;1;1;Meal Plan 1;0;Room_Type 1;120;2018;4;23;Online;0;0;0;95.2;0;Not_Canceled
INN02618;2;0;0;1;Meal Plan 1;0;Room_Type 1;8;2018;7;26;Corporate;0;0;0;75;0;Not_Canceled
INN02619;2;1;2;2;Meal Plan 1;0;Room_Type 1;24;2018;9;10;Offline;0;0;0;128;2;Not_Canceled
INN02620;2;0;1;1;Meal Plan 1;0;Room_Type 1;61;2018;7;23;Online;0;0;0;99.9;0;Canceled
INN02621;1;0;0;2;Meal Plan 1;0;Room_Type 4;2;2018;8;3;Corporate;0;0;0;94;0;Not_Canceled
INN02622;1;0;1;2;Meal Plan 1;0;Room_Type 1;152;2018;8;26;Online;0;0;0;90.9;0;Canceled
INN02623;2;0;0;1;Meal Plan 1;0;Room_Type 1;31;2018;10;4;Online;0;0;0;125.1;1;Not_Canceled
INN02624;2;0;1;2;Meal Plan 1;0;Room_Type 1;100;2018;3;25;Online;0;0;0;93.3;1;Canceled
INN02625;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Offline;0;0;0;109;0;Not_Canceled
INN02626;2;0;0;3;Meal Plan 1;0;Room_Type 1;89;2018;4;12;Online;0;0;0;96.3;1;Not_Canceled
INN02627;2;0;1;5;Meal Plan 1;0;Room_Type 1;104;2018;2;29;Online;1;1;0;61.43;0;Canceled
INN02628;2;0;2;1;Meal Plan 2;0;Room_Type 1;103;2017;7;18;Online;0;0;0;94.5;0;Canceled
INN02629;2;0;1;1;Meal Plan 2;0;Room_Type 1;3;2018;5;21;Offline;0;0;0;112;1;Not_Canceled
INN02630;2;0;1;2;Meal Plan 1;0;Room_Type 1;6;2017;9;11;Online;0;0;0;127;0;Canceled
INN02631;2;0;2;5;Not Selected;0;Room_Type 1;148;2018;7;25;Online;0;0;0;91.68;0;Canceled
INN02632;1;0;0;3;Meal Plan 1;0;Room_Type 1;71;2018;6;14;Offline;0;0;0;120;0;Not_Canceled
INN02633;2;0;0;1;Meal Plan 1;0;Room_Type 4;57;2018;6;3;Online;0;0;0;126.36;0;Canceled
INN02634;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;7;29;Online;0;0;0;109;0;Not_Canceled
INN02635;2;0;1;2;Not Selected;0;Room_Type 1;56;2018;5;13;Online;0;0;0;116.1;1;Not_Canceled
INN02636;1;0;0;4;Not Selected;0;Room_Type 1;17;2018;1;26;Online;0;0;0;55;0;Not_Canceled
INN02637;2;0;2;4;Meal Plan 1;0;Room_Type 1;64;2018;8;14;Online;0;0;0;135.9;1;Not_Canceled
INN02638;2;0;0;2;Meal Plan 1;0;Room_Type 1;4;2017;8;19;Online;0;0;0;106;1;Not_Canceled
INN02639;2;2;0;3;Meal Plan 1;0;Room_Type 6;18;2018;2;11;Online;0;0;0;171;0;Not_Canceled
INN02640;1;0;1;0;Not Selected;0;Room_Type 1;24;2018;5;2;Online;0;0;0;124;1;Not_Canceled
INN02641;2;0;1;1;Meal Plan 2;0;Room_Type 1;88;2017;10;5;Offline;0;0;0;112.2;0;Not_Canceled
INN02642;2;0;0;3;Meal Plan 1;1;Room_Type 2;66;2018;2;9;Online;0;0;0;80.55;1;Not_Canceled
INN02643;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;Not_Canceled
INN02644;0;2;0;1;Meal Plan 1;0;Room_Type 2;44;2018;11;19;Online;0;0;0;82.44;2;Not_Canceled
INN02645;2;0;2;0;Meal Plan 2;0;Room_Type 1;75;2018;10;30;Online;0;0;0;105;0;Canceled
INN02646;3;0;0;2;Meal Plan 1;0;Room_Type 4;98;2018;5;17;Online;0;0;0;168.3;0;Canceled
INN02647;1;0;1;0;Meal Plan 1;0;Room_Type 1;5;2017;11;8;Corporate;1;0;1;65;0;Not_Canceled
INN02648;2;0;0;2;Not Selected;0;Room_Type 1;46;2018;3;4;Online;0;0;0;67.5;0;Canceled
INN02649;1;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;87;0;Not_Canceled
INN02650;2;0;1;0;Meal Plan 1;0;Room_Type 1;286;2018;10;16;Online;0;0;0;90;0;Canceled
INN02651;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2017;9;14;Offline;0;0;0;90;0;Not_Canceled
INN02652;2;0;1;3;Meal Plan 1;0;Room_Type 4;39;2018;12;29;Online;0;0;0;201.08;0;Not_Canceled
INN02653;2;0;2;2;Meal Plan 1;0;Room_Type 1;69;2018;10;30;Online;0;0;0;95.85;2;Not_Canceled
INN02654;2;0;3;7;Meal Plan 1;0;Room_Type 1;200;2018;7;15;Online;0;0;0;90.95;1;Canceled
INN02655;2;0;0;3;Meal Plan 1;1;Room_Type 2;206;2018;9;8;Online;0;0;0;130.5;1;Canceled
INN02656;2;0;0;4;Meal Plan 1;0;Room_Type 4;51;2017;11;11;Offline;0;0;0;69;1;Not_Canceled
INN02657;2;0;0;2;Meal Plan 1;0;Room_Type 4;79;2018;3;4;Online;0;0;0;87.3;0;Canceled
INN02658;2;2;1;3;Meal Plan 1;0;Room_Type 6;14;2018;9;1;Online;0;0;0;210;1;Not_Canceled
INN02659;3;0;0;2;Meal Plan 1;1;Room_Type 4;127;2018;10;18;Online;0;0;0;160.2;1;Not_Canceled
INN02660;2;0;2;2;Meal Plan 1;0;Room_Type 1;58;2018;2;6;Online;0;0;0;73.95;0;Canceled
INN02661;2;0;2;4;Meal Plan 1;0;Room_Type 1;95;2018;6;9;Online;0;0;0;119.85;2;Not_Canceled
INN02662;2;0;2;3;Meal Plan 1;0;Room_Type 1;96;2018;3;6;Offline;0;0;0;60;0;Not_Canceled
INN02663;1;0;0;1;Meal Plan 1;0;Room_Type 1;22;2017;10;6;Online;0;0;0;101;1;Not_Canceled
INN02664;2;0;2;4;Meal Plan 1;0;Room_Type 1;160;2018;4;27;Online;0;0;0;90;0;Canceled
INN02665;2;0;0;5;Meal Plan 1;0;Room_Type 4;125;2018;4;12;Online;0;0;0;99.45;0;Not_Canceled
INN02666;2;0;2;2;Meal Plan 1;0;Room_Type 2;90;2018;3;25;Online;0;0;0;79.8;1;Not_Canceled
INN02667;2;0;0;1;Not Selected;0;Room_Type 1;4;2018;2;13;Online;0;0;0;81;0;Not_Canceled
INN02668;1;0;0;1;Meal Plan 1;0;Room_Type 1;14;2018;5;27;Offline;0;0;0;62.5;0;Not_Canceled
INN02669;3;0;2;4;Meal Plan 2;0;Room_Type 4;85;2018;8;19;Online;0;0;0;210.6;1;Not_Canceled
INN02670;2;0;1;2;Meal Plan 1;0;Room_Type 4;14;2017;10;30;Offline;0;0;0;98.67;1;Not_Canceled
INN02671;2;0;2;3;Meal Plan 1;0;Room_Type 1;6;2017;8;14;Online;0;0;0;93.2;0;Not_Canceled
INN02672;2;0;0;3;Meal Plan 1;0;Room_Type 1;20;2018;6;28;Offline;0;0;0;76.5;0;Not_Canceled
INN02673;1;0;0;2;Meal Plan 1;0;Room_Type 1;172;2018;6;24;Online;0;0;0;95;0;Canceled
INN02674;2;0;0;4;Meal Plan 1;0;Room_Type 1;69;2018;3;30;Online;0;0;0;82.45;0;Canceled
INN02675;2;0;0;1;Meal Plan 1;0;Room_Type 1;3;2018;2;26;Corporate;0;0;0;31;1;Not_Canceled
INN02676;2;0;2;2;Meal Plan 1;0;Room_Type 1;11;2017;9;13;Online;0;0;0;94.6;0;Not_Canceled
INN02677;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2017;11;20;Offline;0;0;0;73;0;Not_Canceled
INN02678;2;0;1;2;Meal Plan 1;0;Room_Type 4;133;2018;8;19;Online;0;0;0;82.45;0;Canceled
INN02679;1;0;1;0;Meal Plan 1;0;Room_Type 1;4;2017;10;12;Corporate;0;0;0;65;0;Not_Canceled
INN02680;3;0;2;3;Meal Plan 1;0;Room_Type 4;179;2018;8;4;Online;0;0;0;130.05;1;Canceled
INN02681;2;0;0;2;Meal Plan 1;0;Room_Type 1;99;2018;3;23;Online;0;0;0;89.3;1;Not_Canceled
INN02682;2;0;2;1;Meal Plan 2;0;Room_Type 1;117;2017;8;1;Online;0;0;0;94.5;0;Canceled
INN02683;1;0;0;2;Meal Plan 1;0;Room_Type 1;136;2018;8;26;Online;0;0;0;90.9;1;Not_Canceled
INN02684;2;0;2;3;Meal Plan 1;0;Room_Type 1;244;2018;10;30;Online;0;0;0;85.85;0;Canceled
INN02685;2;0;0;3;Meal Plan 1;0;Room_Type 1;50;2018;1;14;Offline;0;0;0;52;1;Not_Canceled
INN02686;1;0;1;1;Not Selected;0;Room_Type 1;195;2018;9;3;Online;0;0;0;98.1;0;Canceled
INN02687;2;0;0;3;Meal Plan 1;0;Room_Type 1;22;2017;11;17;Online;0;0;0;90.95;1;Not_Canceled
INN02688;2;0;2;5;Meal Plan 1;0;Room_Type 1;23;2018;10;7;Offline;0;0;0;94;0;Not_Canceled
INN02689;2;0;1;2;Meal Plan 1;0;Room_Type 1;168;2018;4;22;Online;0;0;0;85;0;Canceled
INN02690;2;0;1;2;Meal Plan 1;0;Room_Type 1;89;2018;5;9;Offline;0;0;0;75;0;Not_Canceled
INN02691;2;0;1;2;Meal Plan 1;0;Room_Type 1;113;2018;3;25;Offline;0;0;0;58;1;Not_Canceled
INN02692;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;9;15;Online;0;0;0;159;1;Not_Canceled
INN02693;2;0;0;1;Meal Plan 1;0;Room_Type 1;156;2018;5;18;Online;0;0;0;84.24;0;Canceled
INN02694;3;0;2;1;Meal Plan 1;0;Room_Type 4;138;2018;9;25;Online;0;0;0;162;1;Canceled
INN02695;0;2;0;3;Meal Plan 1;0;Room_Type 2;40;2018;1;14;Online;0;0;0;6;1;Not_Canceled
